data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
,#country+code,#event+code,,#date+occurred,,,#event+type,,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,,#meta+source,,#description,#affected+killed,,
4975160,404,KEN2058,2058,12/27/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Bungoma,Kabuchai,Kabuchai/Chwele,Kanduyi,0.75,34.5833,2,Daily Nation 17/11/2007,National,Violence reported during national elections,0,1552577634,KEN
4975161,404,KEN2061,2061,12/27/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Migori,Uriri,Central Kanyamkago,Piny Owacho Market,-0.9666,34.5,2,The Standard 28/12/2007,National,5 people were killed after they were attacked after being accused of campaigning for an unidentified candidate,5,1552577634,KEN
4975164,404,KEN2045,2045,12/27/2007,2007,1,Battles,Armed clash,Tharaka Ethnic Militia (Kenya),,4,Private Security Forces (Kenya),,8,48,Eastern Africa,Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,1,All Africa (AFNWS) 27/12/2007,Regional,2 were killed by a ministers security men after a hostile crowd attacked MP Peter Manya and burned his ca. Linked with ongoing dispute between the Tiganias and the Tharkar,2,1552577634,KEN
4975166,404,KEN2054,2054,12/27/2007,2007,1,Battles,Armed clash,ODM: Orange Democratic Movement,,3,Party of National Unity,,3,33,Eastern Africa,Kenya,Bungoma,Kanduyi,Khalaba,Bungoma,0.5635,34.5606,1,Daily Nation 17/11/2007,National,Election violence between opposing supporters,0,1552577634,KEN
4975167,404,KEN2055,2055,12/27/2007,2007,1,Battles,Armed clash,ODM: Orange Democratic Movement,,3,Party of National Unity,,3,33,Eastern Africa,Kenya,Nairobi,Westlands,Parklands/Highridge,Westlands,-1.2682,36.8091,1,Daily Nation 17/11/2007,National,Election violence between opposing supporters,0,1552577634,KEN
4975170,404,KEN2044,2044,12/27/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Uasin Gishu,Ainabkoi,Kapsoya,Eldoret,0.5167,35.2833,1,All Africa,Regional,Rioting after the controversial announcement of Kibakis presidential election and alleged vote-rigging. FATALITIES:DETAILS NOT SPECIFIED (24 Recorded on 31-12-2007),0,1552577634,KEN
4975171,404,KEN2048,2048,12/27/2007,2007,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,All Africa (AFNWS) 28/12/2007,Regional,Protesting against the exclusion of eligible voters from the register. Poliec intervened with tear gas,0,1552577634,KEN
4975172,404,KEN2057,2057,12/27/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Siaya,Ugenya,East Ugenya,Bondo,0.2386,34.2694,1,Daily Nation 17/11/2007,National,Violence reported during national elections,0,1552577634,KEN
4975173,404,KEN2059,2059,12/27/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.3677,35.2831,1,Daily Nation 17/11/2007,National,Ballot papers burnt during election violence,0,1552577634,KEN
4975174,404,KEN2060,2060,12/27/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Siaya,Ugunja,Ugunja,Ugenya,0.1809,34.2958,1,Daily Nation 17/11/2007,National,Violence reported during national elections,0,1552577634,KEN
4975185,404,KEN2038,2038,12/26/2007,2007,1,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Eastern Africa,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,3,Reuters (LBA) 26/12/2007,International,3 police were beaten and killed in the homeland of opposition leader Odinga. They were accused by a mob of taking part in plans to rig the elction in Kibakis favour. 10 others were injured,3,1552577634,KEN
4975188,404,KEN2042,2042,12/26/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Vihiga,Sabatia,Lyaduywa/Izava,Sabatia,0.1,34.75,1,Local Media Source,National,1 killed and another seriously injured by a gang of the public who found him giving out money at a polling station,1,1552577634,KEN
4975180,404,KEN2039,2039,12/26/2007,2007,1,Riots,Mob violence,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),,5,15,Eastern Africa,Kenya,Kisumu,Kisumu Central,Market Milimani,Kisumu,-0.1,34.75,3,Reuters (LBA) 26/12/2007,International,Buses caryying officers arriving at different Nyazna locations were attacked by rioting crowds who accused them of a plot to rig the polls,0,1552577634,KEN
4975181,404,KEN2040,2040,12/26/2007,2007,1,Riots,Mob violence,Police Forces of Kenya (2002-2013),,1,Rioters (Kenya),,5,15,Eastern Africa,Kenya,Homa Bay,Suba North,Kasgunga,Mibita,-0.4166,34.2,1,Reuters (LBA) 26/12/2007,International,2 police officers were killed in riots where they were accused of a plot to rig the elections. 7 other deaths are feared but unconfirmed. 10 other officers were injured.,2,1552577634,KEN
4975186,404,KEN2041,2041,12/26/2007,2007,2,Battles,Armed clash,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Eastern Africa,Kenya,Baringo,Baringo Central,Kapropita,Kabarnet,0.4919,35.743,2,Local Media Source,National,9 cattle rustlers shot dead by police a week after Kibaki visited the area and warned raiders to surrender their arms before the government cracks down on them,9,1552577634,KEN
4975190,404,KEN2029,2029,12/25/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kilifi,Magarini,Garashi,Baricho-Ndia,-3.1,39.7833,1,Local Media Source,National,Protesting by polling clerks demanding more pay,0,1552577634,KEN
4975191,404,KEN2031,2031,12/25/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Embu,Gachoka,Makima,Mwea,-0.75,37.4833,2,Local Media Source,National,Protesting by polling clerks demanding more pay,0,1552577634,KEN
4975192,404,KEN2032,2032,12/25/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3072,36.0723,3,Local Media Source,National,Protesting by polling clerks demanding more pay,0,1552577634,KEN
4975193,404,KEN2034,2034,12/25/2007,2007,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Kirinyaga,Mwea,Kabare,Kutus,-0.5753,37.3269,1,Local Media Source,National,Police and armed mob clashed when the mob tried to attack Kirinyaga Central Constituency Returning Officer,0,1552577634,KEN
4975194,404,KEN2035,2035,12/25/2007,2007,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Nakuru,Njoro,Njoro,Njoro,-0.3316,35.9449,2,Local Media Source,National,Police intervened with tear gas when mob of clerks attacked returning officer as they demanded their pay,0,1552577634,KEN
4975195,404,KEN2036,2036,12/25/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Kirinyaga,Mwea,Kabare,Kutus,-0.5753,37.3269,1,Local Media Source,National,"Kirinyaga Central Constituency Returning Officer was attacked by by gands of youth, riot-police intervened",0,1552577634,KEN
4975196,404,KEN2037,2037,12/25/2007,2007,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2002-2013),,1,16,Eastern Africa,Kenya,Nakuru,Naivasha,Lake View,Naivasha,-0.7202,36.4285,2,Local Media Source,National,"Protesting by polling clerks demanding more pay. More than 1,500 clerks took part by downing their tools. They threw rocks at the ECK offices and were dispersed by poliec",0,1552577634,KEN
4975200,404,KEN2030,2030,12/25/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Baringo,Baringo Central,Kapropita,Kabarnet,0.4919,35.743,2,Local Media Source,National,"Protesting by polling clerks demanding more pay . More than 2,000 clerks took part from both Baringo and Koibatek districts",0,1552577634,KEN
4975201,404,KEN2033,2033,12/25/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru Town East,Kivumbini,Nakuru,-0.3072,36.0723,1,Local Media Source,National,"Protesting by polling clerks demanding more pay. More than 1,000 clerks took part",0,1552577634,KEN
4975207,404,KEN2028,2028,12/24/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Laikipia,Laikipia West,Thingithu,Nanyuki,0.0167,37.0667,1,"The Nation, Kenya (MEWNAT) 26/12/2007",National,Protesting by polling clerks demanding more pay. More than 800 took part,0,1552577634,KEN
4975215,404,KEN2027,2027,12/22/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),KADDU: Kenya African Democratic Development Union,7,37,Eastern Africa,Kenya,Mombasa,Mvita,Tononoka,Mombasa,-4.05,39.6667,2,KBC 23/12/2007,National,"KADDU aspirant Ngira, attacked in his car by unidentified gang",0,1552577634,KEN
4975220,404,KEN2024,2024,12/22/2007,2007,1,Battles,Armed clash,National Labour Party,,3,ODM: Orange Democratic Movement,,3,33,Eastern Africa,Kenya,Mombasa,Jomvu,Changamwe,Changamwe,-4.0166,39.6333,2,KBC 23/12/2007,National,Clash between ODM-K (Mitau) and National Labour Party (Milku) supporters during political rally. 1 man killed (fatality unspecified),1,1552577634,KEN
4975221,404,KEN2025,2025,12/22/2007,2007,1,Battles,Armed clash,Party of National Unity,,3,ODM: Orange Democratic Movement,,3,33,Eastern Africa,Kenya,Busia,Budalangi,Bunyala South,Bukoma,0.0667,33.95,1,KBC 23/12/2007,National,5 injured in clash between ODM and PNU supporters,0,1552577634,KEN
4975219,404,KEN2023,2023,12/22/2007,2007,1,Battles,Armed clash,Party of National Unity,,3,ODM: Orange Democratic Movement,,3,33,Eastern Africa,Kenya,Nairobi,Kilimani,Kawangware,Kawangware,-1.2828,36.7517,1,Local Media Source,National,6 seriously injured and 1 killed in clash between ODM and PNU supporters,1,1552577634,KEN
4975224,404,KEN2026,2026,12/22/2007,2007,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Busia,Budalangi,Bunyala South,Bukoma,0.0667,33.95,1,KBC 23/12/2007,National,5 injured in clash between ODM and PNU supporters - police intervened with tear gas,0,1552577634,KEN
4975226,404,KEN2022,2022,12/21/2007,2007,1,Battles,Armed clash,ODM: Orange Democratic Movement,,3,KADDU: Kenya African Democratic Development Union,,3,33,Eastern Africa,Kenya,Siaya,Ugunja,Ugunja,Ugenya,0.1809,34.2958,1,Local Media Source,National,Driver of former MP James Orengo (ODM) was killed during a clash between ODM and PNU supporters. 3 of Orengos vehicles were burnt,1,1552577634,KEN
4975227,404,KEN2021,2021,12/20/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,7,37,Eastern Africa,Kenya,Siaya,Ugunja,Ugunja,Ugunja,0.1825,34.2956,1,Local Media Source,National,"ODM parliamentary candidate, James Orengo was killed by youths allegedly allied to his opponents. 2 vehicles were also burned",1,1552577634,KEN
4975231,404,KEN2020,2020,12/19/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,7,37,Eastern Africa,Kenya,Migori,Suna West,Ragana-Oruba,Migori,-1.0667,34.4667,2,Local Media Source,National,"Aide to ODM parliamentary candidate, Dalmas Otiono was killed by youth allegedly allied to rival candidate Ochillo",1,1552577634,KEN
4975238,404,KEN2019,2019,12/18/2007,2007,1,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,Local Media Source,National,1 killed during raid. 7 houses burned,1,1552577634,KEN
4975283,404,KEN2017,2017,12/14/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,2,All Africa (AFNWS) 14/012/2007,Regional,"Political candidate, Bishop Margeret Wanjiru was injured in the clash between PNU and ODM supporters during her campaign trail",0,1552577634,KEN
4975284,404,KEN2018,2018,12/14/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),Muslim Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Jamia Mosque,-1.2834,36.8206,1,Local Media Source,National,Muslims protest against the arrest of 18 suspected terror suspects in Nairobi and Mombasa. They accused the government of intiidating muslims,0,1552577634,KEN
4975287,404,KEN2016,2016,12/14/2007,2007,1,Battles,Armed clash,Party of National Unity,,3,ODM: Orange Democratic Movement,,3,33,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,2,All Africa (AFNWS) 14/012/2007,Regional,PNU and ODM supporters clashed during Bishop Margeret Wanjirus campaing trail,0,1552577634,KEN
4975306,404,KEN2014,2014,12/11/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),PNU: Party of National Unity,5,Rioters (Kenya),PNU: Party of National Unity,5,55,Eastern Africa,Kenya,Nyeri,Mathira,Iriaini,Kiaritha-ini,-0.4666,37.1333,1,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,Supporters of rival PNU candidates clashed during political rallies - electoral violence,0,1552577634,KEN
4975314,404,KEN2013,2013,12/11/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),Yiaku Ethnic Group (Kenya),6,,,0,60,Eastern Africa,Kenya,Laikipia,Laikipia East,Rumuruti Township,Rumuruti,0.2707,36.5454,2,All Africa (AFNWS) 13/12/2007,Regional,Ethnic minority group protested against the destruction of a forest where government officials allegedly allowed timber traders to cut down trees in the area where the group lives in Mkogodo Forest.,0,1552577634,KEN
4975315,404,KEN2015,2015,12/11/2007,2007,1,Riots,Mob violence,Rioters (Kenya),Labour Party of Kenya,5,Rioters (Kenya),ODM: Orange Democratic Movement,5,55,Eastern Africa,Kenya,Machakos,Machakos Town,Machakos Central,Machakos,-1.5167,37.2667,1,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,Rival Labour Partry and ODM supporters clash - electoral violence,0,1552577634,KEN
4975318,404,KEN2010,2010,12/10/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nakuru,Kuresoi South,Tinet,Kamwaura,-0.4333,35.5833,1,All Africa (AFNWS) 10/12/2007,Regional,1 injured in arson attacks. Linked with the ongoing political clashes and revenge attacks in the area,0,1552577634,KEN
4975319,404,KEN2011,2011,12/10/2007,2007,1,Violence against civilians,Attack,Police Forces of Kenya (2002-2013),,1,Civilians (Kenya),,7,17,Eastern Africa,Kenya,Bungoma,Mt. Elgon,Cheptais,Cheptais,0.8099,34.4564,1,IRIN 11/12/09,Other,police burned houses to flush out suspected SLDF members,0,1552577634,KEN
4975320,404,KEN2012,2012,12/10/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),PNU: Party of National Unity,5,Rioters (Kenya),PNU: Party of National Unity,5,55,Eastern Africa,Kenya,Nyeri,Mathira,Karatina Town,Unjiru,-0.45,37.1167,1,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,Supporters of rival PNU candidates clashed during political rallies - electoral violence,0,1552577634,KEN
4975335,404,KEN2008,2008,12/09/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Taita Taveta,Taveta,Mboghoni,Taveta,-3.3988,37.6834,1,All Africa (AFNWS) 21/12/2007,Regional,"Local council aspirant, Martha Kibwana was attacked at her home and left for dead. Assumed to be politically motivated",1,1552577634,KEN
4975337,404,KEN2009,2009,12/09/2007,2007,1,Battles,Armed clash,Party of National Unity,,3,KANU: Kenya African National Union,,3,33,Eastern Africa,Kenya,Isiolo,Isiolo North,Bulla Pesa,Isiolo,0.3546,37.5822,3,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,Clash between PNU and KANU rivals -electoral violence (police intervention ensued),0,1552577634,KEN
4975344,404,KEN2006,2006,12/08/2007,2007,1,Riots,Mob violence,Rioters (Kenya),ODM: Orange Democratic Movement,5,Rioters (Kenya),ODM: Orange Democratic Movement,5,55,Eastern Africa,Kenya,Nyamira,Borabu,Nyansiongo,Nyando,-0.7166,35.0333,2,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,Several injured during ODM campaign rally - electoral violence,0,1552577634,KEN
4975345,404,KEN2007,2007,12/08/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,7,37,Eastern Africa,Kenya,Bungoma,Kabuchai,Kabuchai/Chwele,Kanduyi,0.75,34.5833,2,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,ODM presidential candiates wife was attacked during a political convoy -electoral violence,0,1552577634,KEN
4975355,404,KEN2004,2004,12/07/2007,2007,1,Violence against civilians,Attack,Moorland Forces Militia (Kenya),,4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Bungoma,Mt. Elgon,Cheptais,Cheptais,0.8099,34.4564,1,All Africa (AFNWS) 09/12/2007,Regional,3 people were shot by suspected members of the newly formed Moorland Forces. Linked with the Soi/Ndorobo Chebyuk land dispute,3,1552577634,KEN
4975356,404,KEN2005,2005,12/07/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,7,37,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,"Peace Net Keyna, Election Watch, Issue 5 - December",Other,ODM convoy attacked by rival supporters - electoral violence,0,1552577634,KEN
4975369,404,KEN2002,2002,12/06/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Shikulu,0.2833,34.75,2,The Standard 07/12/2007,National,Rival groups clashed at Ikolomani parliamentary aspirant political rally - no further actor specification,0,1552577634,KEN
4975370,404,KEN2003,2003,12/06/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Kakamega,Lurambi,Sheywe,Shikulu,0.2303,34.6433,2,The Standard 07/12/2007,National,Rival groups clashed at Ikolomani parliamentary aspirant political rally - no further actor specification. Taxi driver was caught in the fighting and died from the injuries,1,1552577634,KEN
4975379,404,KEN2000,2000,12/05/2007,2007,1,Riots,Mob violence,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Bungoma,Kanduyi,West SangAlo,Amutala Stadium,0.5666,34.5666,1,All Africa (AFNWS) 05/12/2007,Regional,Rival youths were tear-gassed by police during political rally involving Kibaki (Kituyi vs. Eseli supporters),0,1552577634,KEN
4975380,404,KEN2001,2001,12/05/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,The Nation (MEWNAT) 08/21/2007,National,"Politician, Alice Onduto who vied for the ODM Lugari nomination the previous month was killed by an attack by three gunmen. Potentially politically motivated",1,1552577634,KEN
4975387,404,KEN1999,1999,12/04/2007,2007,1,Riots,Mob violence,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Bungoma,Kanduyi,West SangAlo,Amutala Stadium,0.5666,34.5666,1,All Africa (AFNWS) 05/12/2007,Regional,Rival youths were tear-gassed by police during political rally involving Kibaki (Kituyi vs. Eseli supporters),0,1552577634,KEN
4975393,404,KEN1994,1994,12/03/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,Local Media Source,National,Fighting erupted forcing hundreds of families to flee. Linked to the ongoing politically instigated clashes in the area,0,1552577634,KEN
4975394,404,KEN1995,1995,12/03/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2002-2013),,1,15,Eastern Africa,Kenya,Nakuru,Nakuru Town East,London,Muchorwe,-0.283,36.067,2,Local Media Source,National,Armed youth set fire to police vehicle and stoned several others on the Olenguruone-Molo road. The action was claimed to be a protest against the failure of the government to contain the violence and also the arrest of innocent people,0,1552577634,KEN
4975395,404,KEN1996,1996,12/03/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,Local Media Source,National,1 schoolteacher was killed during the fighting linked to the ongoing politicacally instigated clashes in the area,1,1552577634,KEN
4975396,404,KEN1998,1998,12/03/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Busia,Budalangi,Bunyala West,Sirisia,0.1167,34,2,"Peace Net Keyna, Election Watch, Issue 4 -December 2007",Other,Several injured during unspecified electoral violence (including the brother of ODM presidential candidate Odinga),0,1552577634,KEN
4975403,404,KEN1997,1997,12/03/2007,2007,1,Battles,Armed clash,Party of National Unity,,3,ODM: Orange Democratic Movement,,3,33,Eastern Africa,Kenya,Bungoma,Kabuchai,West Nalondo,Chebukwa Trading Centre,0.6333,34.5667,1,"Peace Net Keyna, Election Watch, Issue 4 -December 2007",Other,Rival political supporters clashed over the interference of campaign posters,0,1552577634,KEN
4975402,404,KEN1993,1993,12/03/2007,2007,1,Battles,Armed clash,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,Local Media Source,National,1 gunman was killed by police during the fighting linked to the ongoing politically instigaed clashes in the area. The gunman was said to be part of a gang which raided the village and burnt houses,1,1552577634,KEN
4975408,404,KEN1987,1987,12/02/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Kirinyaga,Mwea,Tebere,Tebere Farm,-0.7,37.3833,1,All Africa (AFNWS) 04/12/2007,Regional,"2 killed and housed burnt, linked to ongoing politically instigated violence in the area",2,1552577634,KEN
4975409,404,KEN1988,1988,12/02/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Kiambu,Juja,Kalimoni,Thika-Nairobi Highway,-1.0833,37.05,2,"The Nation, Kenya (MEWNAT) 03/12/2007",National,"Outgoing juja MP, William Kabogo escaped unharmed when gunmen stormed his hotel and sprayed his vehicle with bullets",0,1552577634,KEN
4975410,404,KEN1989,1989,12/02/2007,2007,2,Protests,Peaceful protest,Protesters (Kenya),KADDU: Kenya African Democratic Development Union,6,,,0,60,Eastern Africa,Kenya,Nakuru,Nakuru Town East,London,Motondo,-0.2868,36.1666,2,"Peace Net Keyna, Election Watch, Issue 4 - December",Other,Demonstrations were held to protest the distribution of leaflets depicting ODM leader Odinga as a despot. The event was staged only a day before Kibaki was to visit a nearby town,0,1552577634,KEN
4975411,404,KEN1990,1990,12/02/2007,2007,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),PNU: Party of National Unity,7,37,Eastern Africa,Kenya,Kisii,Bomachoge Borabu,Bombaba Borabu,Igembe,-0.9,34.7833,2,"Peace Net Keyna, Election Watch, Issue 4 - December",Other,Democratic Party of Kenya aspirant was attacked and injured - electoral violence,0,1552577634,KEN
4975412,404,KEN1991,1991,12/02/2007,2007,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,7,37,Eastern Africa,Kenya,Nyamira,Kitutu Masaba,Manga,Kitutu Chache,-0.6333,34.8333,2,"Peace Net Keyna, Election Watch, Issue 4 - December",Other,ODM supporters were attacked during a political convoy,0,1552577634,KEN
4975413,404,KEN1992,1992,12/02/2007,2007,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Homa Bay,Ndhiwa,Kanyamwa Kosewe,Ndhiwa,-0.7333,34.3667,1,"Peace Net Keyna, Election Watch, Issue 4 - December",Other,"Youth attack meeting of political party, NARC - electoral violence",0,1552577634,KEN
4975425,404,KEN1979,1979,12/01/2007,2007,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nakuru,Molo,Sirikwa,Molo,-0.248,35.737,2,Local Media Source,National,Residents demonstrate to demand prompt action from the government in response to revenge killings between local families and also demanded the release of 60 arrested youths (11 had recently been killed in ongoing feuds),0,1552577634,KEN
4975426,404,KEN1980,1980,12/01/2007,2007,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,Local Media Source,National,3 people killed. Assumed to be linked to the ongoing politically instigated attacks in the area.,3,1552577634,KEN
4975427,404,KEN1981,1981,12/01/2007,2007,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,2,Local Media Source,National,4 people were killed on varoius farms. Assumed to be revenge attacks for the killing of 3 other people in what was assumed to be part of the ongoing politically instigated clashes,4,1552577634,KEN
4975428,404,KEN1982,1982,12/01/2007,2007,2,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,7,37,Eastern Africa,Kenya,Nakuru,Molo,Sirikwa,Molo,-0.248,35.737,3,Local Media Source,National,30 houses burned in the past week in attacks assumed to be politically instigated. More than 60 youths arrested,0,1552577634,KEN
4975429,404,KEN1984,1984,12/01/2007,2007,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),ODM: Orange Democratic Movement,7,37,Eastern Africa,Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,1,"The Nation, Kenya (MEWNAT) 02/12/2007",National,A Lugari parliamentary candidate (ODM) was shot dead by armed men. It is assumed they were hired hitmen,1,1552577634,KEN
4975430,404,KEN1985,1985,12/01/2007,2007,1,Riots,Violent demonstration,Rioters (Kenya),PNU: Party of National Unity,5,,,0,50,Eastern Africa,Kenya,Elgeyo-Marakwet,Keiyo North,Kapchemutwa,Iten,0.6702,35.5077,1,"Peace Net Keyna, Election Watch, Issue 4 - December",Other,Rioting broke out during PNU political rally,0,1552577634,KEN
